first_name,last_name,score,style,YOE,IDE,Programming language,location,Number of github repos contributed to,Employer,OS,job title,age
Azalea,Jaramillo ,7,spaces,18,pyCharm,C++,North America,0,Spotify,Linux,Distinguished Engineer,28.6
Valerie,Madden ,4,spaces,13,Intellij,C#,Asia,0,Instagram,Linux,Distinguished Engineer,37.2
Sterling,Freeman ,2,tabs,5,Vim,C#,Antarctica,1,Instagram,Windows,SWE 2,31
London,Briggs ,5,tabs,7,XCode,R,North America,1,Amazon,Windows,SWE 2,33
Orion,Johnston ,6,tabs,5,XCode,Java,Europe,0,Twitter,MacOS,Senior Engineer,29.6
Emelia,Caldwell ,8,spaces,13,Visual Studio,R,Antarctica,5,Uber,Windows,SWE 1,32.4
Bianca,Hardy ,10,tabs,5,XCode,PHP,North America,0,Facebook,Linux,Principal Engineer,31
Francis,Stephenson ,4,spaces,16,Visual Studio,C#,Asia,0,Netflix,MacOS,Senior Engineer,33.8
Cody,Russo ,7,spaces,16,VSCode,Python,Antarctica,0,Apple,Windows,SWE 1,37.2
Silas,Pace ,0,spaces,19,Visual Studio,Java,Europe,0,Apple,Windows,SWE 1,30.1
Zariah,Delgado ,5,spaces,16,Visual Studio,R,Europe,0,Amazon,Windows,SWE 1,36.8
Naomi,Morton ,9,tabs,8,Visual Studio,Swift,Asia,4,Microsoft,MacOS,Senior Engineer,37.4
Harper,Montgomery ,9,spaces,16,VSCode,C++,Antarctica,0,Facebook,Windows,SWE 1,33.9
Francis,Figueroa ,9,tabs,9,VSCode,Javascript,Europe,5,Snapchat,Windows,SWE 1,32.8
Raelynn,Rojas ,1,spaces,16,Visual Studio,C#,Africa,0,Apple,Windows,SWE 2,33.5
Cash,Bell ,8,spaces,17,XCode,Python,Europe,0,Facebook,Windows,SWE 1,30.8
Brandon,Vaughn ,2,tabs,7,Emacs,Swift,Europe,0,Microsoft,Windows,SWE 2,29.8
Ember,Shaw ,8,tabs,9,Visual Studio,C++,Antarctica,0,Twitter,MacOS,Senior Engineer,27.6
Jaxton,Christensen ,6,spaces,19,Emacs,Python,Antarctica,0,Spotify,MacOS,Senior Engineer,27.9
Miles,Ellison ,8,tabs,7,pyCharm,PHP,Antarctica,0,Twitter,Windows,SWE 1,31.8
Shawn,Villalobos ,4,tabs,6,Visual Studio,GO,Asia,1,Snapchat,MacOS,Senior Engineer,35.9
Evie,Kemp ,2,tabs,5,Emacs,Python,North America,1,Microsoft,MacOS,Principal Engineer,30.7
Alonzo,Sellers ,8,spaces,13,Visual Studio,GO,Asia,4,Apple,MacOS,Principal Engineer,30.3
Lauren,Acosta ,1,tabs,6,Eclipse,Python,Asia,0,Instagram,Linux,Distinguished Engineer,41.5
Hattie,Trevino ,7,spaces,17,Intellij,C++,Europe,0,Uber,Windows,SWE 2,33.7
Alina,Horne ,2,tabs,6,VSCode,Swift,Asia,0,Uber,Linux,Distinguished Engineer,30.7
Nova,Bond ,5,tabs,5,Eclipse,C,Europe,0,Twitter,Windows,SWE 2,31.8
Omar,Gross ,7,tabs,7,Eclipse,Javascript,Antarctica,0,Twitter,Windows,SWE 2,30
Isabella,Escobar ,1,tabs,9,Visual Studio,C#,Africa,0,Twitter,MacOS,Senior Engineer,32
Braelynn,Higgins ,5,spaces,11,VSCode,Swift,Antarctica,4,Spotify,Linux,Principal Engineer,35.5
Evangeline,Mercado ,10,spaces,18,Eclipse,GO,North America,1,Snapchat,Linux,Principal Engineer,35.5
Adaline,Griffin ,9,spaces,17,Visual Studio,Java,Europe,0,Microsoft,Linux,Principal Engineer,30
Jett,Christian ,2,tabs,6,XCode,Javascript,Antarctica,0,Google,Windows,SWE 1,31.9
Edith,Durham ,9,spaces,17,pyCharm,GO,Europe,4,Google,Windows,SWE 1,31.5
Jaxson,Chandler ,6,spaces,17,XCode,R,Europe,0,Apple,Windows,SWE 1,32.6
Alani,Clements ,6,tabs,5,Visual Studio,R,Antarctica,0,Uber,Windows,SWE 2,33.1
Finnegan,Cummings ,1,tabs,7,Visual Studio,C#,Europe,0,Uber,MacOS,Senior Engineer,28.6
Amanda,Castro ,8,spaces,17,Visual Studio,Javascript,North America,0,Uber,Windows,Senior Engineer,30.7
Evan,Howard ,1,tabs,7,VSCode,Swift,Europe,2,Facebook,MacOS,Senior Engineer,33
Lilly,Gregory ,10,spaces,18,VSCode,Python,Europe,0,Apple,Windows,SWE 1,26.8
Jose,Haynes ,0,tabs,6,Emacs,C,Europe,0,Facebook,MacOS,Senior Engineer,28.5
Kendrick,Hurst ,4,spaces,16,VSCode,R,Europe,0,Netflix,Windows,SWE 1,30.8
Poppy,Hood ,4,spaces,19,VSCode,Python,Europe,0,Amazon,MacOS,Senior Engineer,28
Scarlet,Diaz ,10,spaces,18,VSCode,C#,North America,0,Netflix,Windows,SWE 1,32.3
Stephanie,Tucker ,3,spaces,15,VSCode,Python,Antarctica,0,Uber,MacOS,Principal Engineer,43.2
Margaret,Dennis ,5,spaces,18,Intellij,Python,Europe,0,Apple,Linux,Principal Engineer,26.8
Ryleigh,Flowers ,4,spaces,18,Visual Studio,Python,Africa,3,Instagram,MacOS,Senior Engineer,36.5
Talia,Boyer ,8,spaces,14,Visual Studio,C#,North America,0,Twitter,Windows,SWE 1,35.3
Bruce,Herman ,8,spaces,15,VSCode,Java,North America,0,Apple,Windows,SWE 1,34.3
Callum,Steele ,0,tabs,6,Vim,PHP,Antarctica,0,Uber,Windows,SWE 2,38.7
Emery,Day ,5,tabs,7,XCode,Python,Antarctica,0,Spotify,MacOS,Principal Engineer,34.8
Christopher,Fuller ,3,tabs,5,Eclipse,C#,Antarctica,0,Instagram,Windows,SWE 1,42
Anaya,Sosa ,8,spaces,20,Vim,Javascript,Antarctica,5,Microsoft,MacOS,Principal Engineer,34.4
Josephine,Hartman ,1,spaces,15,Visual Studio,C#,Europe,0,Uber,Windows,SWE 2,34.8
Madison,Warner ,8,spaces,17,Vim,C,Africa,2,Spotify,Windows,Senior Engineer,32
Skyler,Pugh ,1,spaces,13,XCode,C,Europe,0,Twitter,Windows,SWE 1,38.4
Ava,Gross ,5,tabs,8,Intellij,Java,Europe,0,Microsoft,MacOS,Senior Engineer,27.6
Grady,Gross ,3,tabs,9,VSCode,PHP,Antarctica,0,Uber,Windows,SWE 1,37.8
Rocco,Correa ,5,tabs,7,Eclipse,Python,Asia,0,Twitter,MacOS,Senior Engineer,29.8
Jax,Glover ,4,tabs,5,XCode,Python,Africa,0,Amazon,MacOS,Senior Engineer,36.8
Sophie,Bradford ,4,tabs,7,Intellij,Java,Antarctica,0,Microsoft,Windows,SWE 2,37.6
Gael,Landry ,8,tabs,6,Visual Studio,C,Antarctica,0,Microsoft,MacOS,Principal Engineer,30.8
Emmanuel,Correa ,6,tabs,8,pyCharm,C++,Antarctica,0,Apple,Windows,SWE 1,34.1
Kora,Mcgee ,7,spaces,13,Visual Studio,PHP,Antarctica,0,Amazon,MacOS,Senior Engineer,24
Esmeralda,Neal ,0,tabs,6,Visual Studio,C#,Asia,1,Netflix,Windows,SWE 1,28
Trevor,Orr ,2,tabs,8,XCode,C,Europe,0,Twitter,Windows,SWE 1,29
Kora,Smith ,4,tabs,5,Visual Studio,Swift,Africa,1,Apple,MacOS,Principal Engineer,38.7
Saylor,House ,6,spaces,15,Eclipse,Java,Asia,0,Microsoft,MacOS,Senior Engineer,32.6
Madeline,Rollins ,6,spaces,17,XCode,Python,North America,4,Spotify,MacOS,Senior Engineer,29.7
Manuel,Quinn ,2,spaces,17,Visual Studio,Swift,Asia,0,Apple,Windows,SWE 1,29.5
Everleigh,Romero ,4,tabs,6,VSCode,Python,Antarctica,2,Amazon,MacOS,Principal Engineer,35.9
Gia,Chambers ,3,tabs,7,VSCode,C,Europe,0,Microsoft,MacOS,Principal Engineer,32.4
Alan,Cook ,3,tabs,6,Vim,Python,North America,0,Snapchat,Linux,Principal Engineer,32.2
Theodore,Hawkins ,6,tabs,5,Emacs,PHP,Europe,1,Instagram,MacOS,Senior Engineer,33.7
Zariah,Hardin ,0,tabs,6,VSCode,PHP,Asia,3,Uber,Linux,Distinguished Engineer,34.7
Alexander,Mosley ,1,tabs,6,XCode,C#,Antarctica,0,Facebook,Windows,SWE 1,38.5
Isaias,Guevara ,8,spaces,17,XCode,Python,Antarctica,0,Twitter,Linux,Principal Engineer,31.7
Savannah,Berger ,9,spaces,14,pyCharm,Swift,Europe,0,Spotify,Windows,SWE 2,31
Walker,Mercado ,2,tabs,6,XCode,PHP,Africa,4,Snapchat,Windows,SWE 1,30.5
Kenzie,Cain ,2,tabs,5,pyCharm,PHP,Asia,0,Apple,Linux,Distinguished Engineer,26.1
Madelyn,Short ,3,tabs,8,Visual Studio,Java,Asia,0,Amazon,MacOS,Principal Engineer,32.5
Richard,Buckley ,1,tabs,7,Visual Studio,PHP,Europe,0,Facebook,MacOS,Principal Engineer,29.4
Jade,Ayala ,0,tabs,8,pyCharm,PHP,Europe,0,Facebook,Windows,Senior Engineer,34.1
Emma,Willis ,9,spaces,16,Visual Studio,Javascript,Antarctica,0,Apple,Linux,Principal Engineer,29.6
Christian,Wilkinson ,4,tabs,6,Visual Studio,Javascript,Africa,0,Microsoft,Windows,SWE 1,32.1
Jasmine,Walsh ,7,tabs,9,XCode,Javascript,Asia,0,Apple,MacOS,Senior Engineer,25
Quinn,Valdez ,5,tabs,8,Visual Studio,Java,Europe,0,Spotify,MacOS,Senior Engineer,43.3
Theodore,Norris ,6,tabs,6,VSCode,Python,North America,0,Microsoft,MacOS,Principal Engineer,32.8
Aria,Tanner ,5,tabs,7,Visual Studio,C#,North America,0,Snapchat,Windows,SWE 1,37.8
Ashley,Campbell ,7,spaces,17,Visual Studio,C,North America,0,Amazon,Windows,SWE 2,34.4
Charlotte,Fisher ,5,tabs,7,VSCode,Javascript,North America,0,Microsoft,Windows,SWE 1,37.7
Avianna,Arnold ,0,tabs,8,Visual Studio,C,North America,0,Instagram,Windows,SWE 2,30
Lukas,French ,8,spaces,20,Visual Studio,Python,Africa,4,Apple,Windows,SWE 1,31.7
Brinley,Knox ,4,spaces,18,VSCode,Javascript,Asia,0,Amazon,MacOS,Senior Engineer,38.5
Everleigh,Peralta ,8,spaces,17,VSCode,Javascript,Asia,0,Instagram,Windows,SWE 2,32.9
Jeremy,Skinner ,8,tabs,6,Emacs,PHP,North America,0,Netflix,Windows,SWE 2,30
Miracle,Valdez ,9,spaces,17,pyCharm,C,Europe,0,Apple,Linux,Distinguished Engineer,30.6
Tessa,Graham ,7,tabs,8,Visual Studio,Python,North America,0,Microsoft,MacOS,Senior Engineer,33.1
Harley,Cole ,3,tabs,6,Eclipse,C#,Antarctica,0,Uber,Windows,SWE 2,36
Andrew,Reese ,8,tabs,6,Intellij,C++,Asia,0,Uber,Windows,SWE 1,30.5
Dax,Reeves ,3,tabs,7,Eclipse,C,Europe,0,Microsoft,Linux,Principal Engineer,33
Addilyn,Ward ,4,spaces,16,Eclipse,Python,Europe,0,Twitter,Windows,SWE 2,37.8
Fiona,Wang ,7,tabs,6,XCode,R,North America,0,Amazon,Linux,Distinguished Engineer,33.1
Mathias,Jacobson ,3,tabs,9,Vim,C,Asia,0,Uber,MacOS,Senior Engineer,33.7
Philip,Townsend ,1,spaces,13,VSCode,C++,Asia,0,Facebook,Windows,SWE 2,36.4
Regina,Lozano ,3,spaces,15,Visual Studio,PHP,Africa,0,Amazon,Windows,SWE 1,37.5
Tripp,Cummings ,4,spaces,16,Visual Studio,Javascript,North America,0,Snapchat,MacOS,Senior Engineer,33.6
Levi,Warren ,0,tabs,6,pyCharm,PHP,North America,0,Netflix,Linux,Distinguished Engineer,32.9
Nova,Keith ,6,spaces,15,Visual Studio,PHP,Antarctica,4,Uber,Windows,SWE 1,28.5
Karter,Dunn ,3,tabs,8,VSCode,C++,Asia,0,Twitter,Windows,SWE 1,36.8
Edith,Brewer ,1,spaces,15,Visual Studio,Python,Europe,0,Spotify,Windows,SWE 2,31.8
Hunter,Fletcher ,3,tabs,7,Emacs,Python,Asia,0,Google,Windows,SWE 1,29.4
Nicole,Joseph ,6,tabs,9,Eclipse,C,Asia,0,Microsoft,Windows,SWE 1,40.3
Thiago,Lindsey ,7,tabs,8,Eclipse,C#,Antarctica,0,Apple,MacOS,Principal Engineer,23.6
Sadie,Mendez ,5,spaces,17,Eclipse,Python,Antarctica,2,Amazon,Windows,SWE 1,31.8
Jace,Wilkinson ,5,tabs,8,Eclipse,R,Europe,0,Uber,Windows,SWE 2,36.4
Hayes,Griffith ,0,tabs,8,XCode,Java,Europe,0,Twitter,Windows,SWE 2,34.5
Luciana,Proctor ,7,spaces,18,Visual Studio,Python,Africa,0,Facebook,Windows,SWE 2,39
Kyrie,Olsen ,2,tabs,8,Vim,PHP,Asia,4,Microsoft,MacOS,Senior Engineer,30.2
Maci,Guerrero ,8,spaces,17,pyCharm,Swift,Antarctica,0,Spotify,MacOS,Principal Engineer,31.5
Luca,Wolfe ,3,spaces,16,Visual Studio,PHP,Asia,3,Twitter,MacOS,Senior Engineer,31.4
Miguel,Owen ,7,tabs,8,XCode,Swift,Antarctica,0,Snapchat,Windows,SWE 1,32.6
Autumn,Richards ,0,tabs,7,Vim,C++,Antarctica,0,Snapchat,Linux,Distinguished Engineer,29
Malachi,Arellano ,2,tabs,7,VSCode,Java,Asia,0,Spotify,MacOS,Senior Engineer,32.3
Jayce,Duncan ,4,spaces,13,Vim,C,Europe,0,Netflix,MacOS,Principal Engineer,33.5
Kailani,Mills ,10,spaces,15,VSCode,PHP,North America,3,Amazon,Windows,Senior Engineer,38.2
Ashton,Aguilar ,8,spaces,14,Visual Studio,C++,Africa,0,Netflix,MacOS,Senior Engineer,27.1
Ana,Duke ,10,tabs,7,Vim,Swift,Europe,0,Microsoft,Windows,SWE 1,28.9
Jameson,Burnett ,5,tabs,8,pyCharm,Javascript,Europe,0,Twitter,Linux,Principal Engineer,34.2
Katherine,Decker ,2,tabs,8,Eclipse,PHP,Europe,0,Instagram,Windows,SWE 1,29.1
Joaquin,Pham ,1,tabs,7,VSCode,Python,Europe,0,Uber,MacOS,Senior Engineer,30.5
Jasper,Xiong ,7,tabs,8,XCode,PHP,Antarctica,0,Facebook,MacOS,Senior Engineer,28.3
Natalie,Arias ,6,spaces,16,VSCode,PHP,Antarctica,3,Microsoft,MacOS,Principal Engineer,31.3
Maximus,Sawyer ,6,tabs,6,XCode,Javascript,Antarctica,0,Twitter,Windows,SWE 1,30.7
Reese,Reese ,10,spaces,17,VSCode,R,Antarctica,0,Microsoft,Windows,SWE 1,34.7
Raelyn,Howe ,9,spaces,13,Visual Studio,Python,Antarctica,0,Apple,MacOS,Principal Engineer,31
Sergio,Lawson ,9,spaces,15,Visual Studio,Javascript,Europe,0,Amazon,Windows,SWE 1,33.6
Piper,Alexander ,4,tabs,5,Eclipse,Java,Antarctica,3,Snapchat,Windows,SWE 1,36.5
Paxton,Williams ,8,spaces,11,Visual Studio,PHP,Africa,3,Spotify,Windows,Senior Engineer,31.2
Evie,Fischer ,2,spaces,17,Visual Studio,C,Europe,0,Uber,Linux,Distinguished Engineer,29.9
Colson,Carter ,6,spaces,16,Visual Studio,C,Africa,1,Amazon,Windows,SWE 1,35.8
Kayson,Dillon ,6,tabs,8,Emacs,Python,Asia,0,Apple,Windows,SWE 2,26.2
Damian,Rowland ,8,spaces,15,Eclipse,C++,Africa,0,Instagram,MacOS,Principal Engineer,33.3
Gabriela,Anderson ,4,tabs,8,Eclipse,Python,Africa,0,Facebook,Windows,SWE 2,34
Jonas,O?Connell ,8,spaces,18,Eclipse,C#,Africa,2,Microsoft,MacOS,Senior Engineer,30.1
Johnny,Stark ,6,spaces,18,Visual Studio,C#,North America,2,Facebook,Linux,Principal Engineer,35.8
Dante,Schroeder ,6,spaces,16,XCode,Javascript,Asia,0,Facebook,Linux,Distinguished Engineer,32.7
Eve,Brown ,5,tabs,5,Eclipse,C++,Antarctica,3,Apple,Windows,SWE 2,38.1
Luke,Lester ,4,spaces,14,Intellij,R,Europe,0,Snapchat,Windows,SWE 1,35.7
Reign,Galindo ,1,spaces,13,Visual Studio,C#,Asia,0,Instagram,Linux,Distinguished Engineer,25.8
Jane,Ventura ,6,spaces,16,VSCode,Python,Antarctica,0,Snapchat,MacOS,Senior Engineer,32.9
Camila,Maxwell ,1,tabs,8,Intellij,R,North America,0,Instagram,Windows,SWE 2,31.3
Mia,Pope ,9,spaces,15,Visual Studio,C#,Europe,0,Twitter,Windows,SWE 1,34.1
Delilah,Glenn ,10,tabs,7,Eclipse,C#,Africa,0,Google,MacOS,Principal Engineer,35.1
Marshall,Keller ,10,tabs,9,Visual Studio,R,Antarctica,0,Apple,Windows,SWE 2,25
Everlee,Gilmore ,8,spaces,17,Intellij,GO,Antarctica,3,Instagram,Windows,Senior Engineer,30.9
Stevie,Tang ,2,tabs,8,VSCode,C#,Asia,0,Uber,MacOS,Principal Engineer,29.8
Matthias,Mercado ,3,tabs,6,XCode,C#,Europe,1,Facebook,MacOS,Senior Engineer,35.8
Harmony,Lang ,2,tabs,7,Emacs,Python,Africa,0,Twitter,Windows,SWE 1,33.2
Poppy,David ,1,tabs,7,Vim,Swift,Antarctica,0,Instagram,Windows,SWE 1,30
Tucker,Roman ,8,spaces,18,Visual Studio,C++,Africa,0,Amazon,MacOS,Principal Engineer,30.8
Amaya,Gould ,0,tabs,7,VSCode,Java,North America,0,Facebook,MacOS,Principal Engineer,28.6
Harmony,Porter ,3,tabs,9,Eclipse,C++,Europe,0,Snapchat,MacOS,Principal Engineer,36.5
Camille,Estes ,10,spaces,18,Emacs,GO,Europe,2,Apple,Windows,SWE 2,33.6
Alice,Warner ,5,spaces,18,Visual Studio,PHP,Europe,0,Instagram,Windows,SWE 2,29
Athena,Donovan ,9,spaces,17,Visual Studio,C#,North America,0,Amazon,Windows,SWE 2,30.7
Weston,Jimenez ,9,spaces,16,Visual Studio,Python,North America,0,Instagram,Windows,SWE 1,34.7
Rocco,Hanson ,2,tabs,5,Eclipse,C,Antarctica,0,Facebook,MacOS,Senior Engineer,32.2
Annie,Lang ,6,spaces,14,Visual Studio,C,Africa,0,Amazon,MacOS,Senior Engineer,33.9
Veronica,Stout ,9,spaces,12,Visual Studio,Swift,Antarctica,0,Facebook,Windows,SWE 2,26
Jeremy,Koch ,10,spaces,21,XCode,C#,Asia,0,Twitter,MacOS,Senior Engineer,33.8
Leonel,Pi¤eda ,2,tabs,9,Visual Studio,C,Africa,1,Spotify,MacOS,Senior Engineer,30.8
Axel,Mcguire ,2,tabs,6,Vim,Java,Antarctica,4,Facebook,Windows,SWE 2,31.9
Russell,Hall ,8,spaces,16,Eclipse,C++,Antarctica,0,Amazon,Windows,SWE 2,34.2
Jordyn,O?Brien ,4,tabs,8,Visual Studio,GO,Antarctica,3,Microsoft,Windows,SWE 1,36.4
Garrett,Joseph ,9,spaces,16,Visual Studio,Javascript,Europe,5,Amazon,Windows,SWE 2,35.4
Hadley,Chapman ,9,spaces,17,Visual Studio,Python,Asia,1,Microsoft,Windows,SWE 2,34.1
Nathaniel,Willis ,7,tabs,6,Eclipse,Javascript,Africa,0,Snapchat,Windows,SWE 2,28.7
Sarai,Solomon ,8,spaces,14,Visual Studio,C#,Africa,0,Apple,Windows,SWE 1,33.2
Bowen,Wang ,8,spaces,16,Emacs,C,Africa,0,Twitter,Windows,SWE 2,31.8
Danna,Andrade ,1,spaces,17,Visual Studio,PHP,Antarctica,0,Instagram,Linux,Distinguished Engineer,29.6
Nico,Duke ,7,tabs,5,pyCharm,Swift,Asia,0,Microsoft,MacOS,Senior Engineer,36
Mary,Leach ,8,tabs,9,VSCode,Javascript,North America,4,Uber,Windows,SWE 2,32.9
Leilani,Boyd ,7,spaces,16,Visual Studio,C,North America,2,Facebook,MacOS,Principal Engineer,32.5
Kade,Patel ,5,spaces,17,Vim,Javascript,Antarctica,0,Facebook,Linux,Principal Engineer,32.1
Olive,O?Connor ,10,spaces,16,Visual Studio,Javascript,Europe,0,Twitter,Windows,SWE 1,34.1
Russell,Ballard ,1,tabs,9,Eclipse,R,Africa,2,Uber,Windows,SWE 1,37.2
Leona,Chase ,2,tabs,7,pyCharm,R,Africa,0,Twitter,Windows,Senior Engineer,30.4
Reed,Rubio ,2,tabs,8,Visual Studio,Swift,Asia,0,Twitter,Windows,SWE 1,35.2
Emersyn,Barajas ,7,tabs,7,VSCode,C#,Asia,0,Spotify,Windows,SWE 2,35.6
Lilliana,Barrera ,4,tabs,7,Intellij,C#,Africa,4,Spotify,Linux,Principal Engineer,32.4
Nicolas,Melendez ,1,tabs,6,Eclipse,Javascript,Africa,0,Apple,MacOS,Principal Engineer,27.9
Elaina,Mata ,5,tabs,6,Vim,C#,Antarctica,0,Instagram,Windows,SWE 1,32.8
Xavier,Liu ,4,tabs,6,pyCharm,C,Antarctica,0,Instagram,MacOS,Senior Engineer,42
Jake,Watson ,4,spaces,15,Visual Studio,C#,Asia,0,Instagram,Windows,SWE 1,39.5
Angelo,Sloan ,0,spaces,15,Visual Studio,Python,Antarctica,0,Netflix,Linux,Distinguished Engineer,33.7
Ayden,Lam ,10,spaces,17,Visual Studio,Python,North America,6,Uber,Windows,SWE 2,29.5
Josue,Myers ,4,spaces,17,Visual Studio,PHP,Asia,0,Apple,MacOS,Senior Engineer,33.7
Angel,Cervantes ,5,tabs,8,XCode,Javascript,Asia,2,Twitter,Windows,SWE 1,35.1
Magnolia,Gordon ,0,spaces,17,Visual Studio,Python,Antarctica,0,Apple,MacOS,Principal Engineer,30
James,Montgomery ,3,tabs,6,VSCode,Javascript,Asia,0,Netflix,Linux,Principal Engineer,29.8
Owen,Sosa ,2,tabs,9,VSCode,C#,Europe,0,Facebook,MacOS,Principal Engineer,31.1
Hattie,Hale ,6,spaces,15,Visual Studio,Python,Africa,0,Microsoft,Windows,SWE 2,32.8
Ricardo,House ,1,tabs,6,VSCode,Python,Europe,1,Twitter,MacOS,Principal Engineer,32.6
Ophelia,Avery ,4,tabs,7,pyCharm,C#,Asia,2,Uber,Windows,SWE 2,34.5
Lillian,Hickman ,1,tabs,9,VSCode,Java,Asia,0,Google,MacOS,Senior Engineer,33.1
Lennox,Lopez ,1,tabs,5,Intellij,C#,Europe,0,Spotify,Windows,SWE 2,34.1
Emelia,Parks ,8,tabs,9,Eclipse,Python,Europe,0,Instagram,Linux,Distinguished Engineer,31.4
Travis,Green ,9,spaces,15,Eclipse,R,Asia,6,Microsoft,Windows,SWE 1,41.3
Edwin,Rowe ,10,spaces,19,Visual Studio,GO,North America,0,Twitter,Windows,SWE 1,24.6
Dax,Cameron ,9,spaces,15,VSCode,Java,North America,0,Amazon,Windows,SWE 2,40
Atticus,Mclean ,6,spaces,20,pyCharm,R,Africa,0,Amazon,MacOS,Principal Engineer,36.5
Bryan,Barrett ,7,spaces,16,VSCode,Javascript,Antarctica,0,Amazon,Windows,SWE 2,40.6
Hendrix,Carey ,4,tabs,6,XCode,R,Asia,0,Facebook,Windows,SWE 1,37.2
Lucille,Faulkner ,3,tabs,8,XCode,C++,Africa,0,Uber,Windows,SWE 1,25.5
Mckenzie,Morrow ,1,spaces,16,VSCode,PHP,Asia,0,Twitter,MacOS,Senior Engineer,24
Lena,Chan ,9,spaces,17,XCode,Java,Africa,6,Snapchat,Windows,SWE 2,33.6
Rowan,Glover ,2,tabs,6,VSCode,PHP,North America,1,Microsoft,Linux,Distinguished Engineer,32.4
Dalton,Marshall ,6,tabs,6,VSCode,C++,Africa,3,Facebook,Linux,Principal Engineer,23.4
Xavier,Huff ,0,tabs,6,pyCharm,C#,Europe,0,Microsoft,MacOS,Senior Engineer,32.6
Luca,Brock ,5,spaces,14,Emacs,Python,Africa,1,Uber,Windows,SWE 1,28
Cade,Rose ,3,tabs,8,Vim,Java,Antarctica,0,Netflix,MacOS,Principal Engineer,26.7
Joel,Kline ,4,spaces,17,Visual Studio,C++,Europe,0,Snapchat,MacOS,Senior Engineer,30.6
Angel,Graves ,4,spaces,19,Eclipse,C++,Africa,0,Uber,MacOS,Senior Engineer,34.4
Willow,Ahmed ,2,tabs,9,Intellij,Python,Europe,0,Snapchat,Linux,Distinguished Engineer,34
Tristan,Roy ,4,spaces,15,VSCode,Java,Asia,0,Instagram,Linux,Principal Engineer,35.4
Landon,Pittman ,6,tabs,9,VSCode,C++,Antarctica,0,Apple,MacOS,Senior Engineer,36.2
Brielle,Mathews ,4,spaces,15,XCode,Swift,Africa,0,Netflix,Windows,SWE 2,38.5
Journey,Klein ,8,spaces,14,VSCode,Python,Antarctica,0,Apple,Windows,SWE 1,36.2
Ryleigh,Myers ,6,spaces,18,VSCode,Python,Africa,1,Snapchat,Windows,SWE 2,32.5
Faith,Blankenship ,1,tabs,5,pyCharm,PHP,Antarctica,0,Netflix,MacOS,Principal Engineer,29.7
Erick,Leach ,0,tabs,7,Eclipse,Java,Europe,0,Instagram,Windows,SWE 2,33.7
Amelia,Moses ,3,tabs,8,Eclipse,Java,Africa,0,Spotify,MacOS,Principal Engineer,28.8
Richard,Sherman ,3,tabs,6,XCode,C#,Antarctica,3,Snapchat,MacOS,Principal Engineer,37.2
Lucas,Day ,0,tabs,7,pyCharm,Python,Europe,0,Facebook,Linux,Distinguished Engineer,25
Izaiah,Zavala ,9,tabs,6,VSCode,Javascript,North America,0,Google,Windows,SWE 1,29.3
Ariella,Costa ,9,spaces,18,XCode,Java,Asia,0,Google,Windows,SWE 2,32.3
Lyric,Reyna ,1,tabs,8,Eclipse,C,Europe,0,Spotify,Windows,SWE 1,32.8
Elijah,Sawyer ,7,tabs,5,VSCode,Python,Africa,0,Facebook,Linux,Principal Engineer,29.1
Hayden,Cunningham ,7,tabs,6,XCode,Java,Africa,1,Twitter,Windows,SWE 2,30.1
Hector,Ventura ,2,tabs,7,Eclipse,C,Antarctica,0,Apple,MacOS,Senior Engineer,31
Rosie,Guevara ,5,tabs,6,XCode,C#,Asia,0,Apple,Windows,SWE 1,33.9
Maria,Wilkins ,1,tabs,7,Emacs,Java,Africa,0,Netflix,Windows,SWE 1,34.4
Chase,Foley ,3,spaces,17,Visual Studio,Java,Africa,0,Uber,MacOS,Principal Engineer,38.1
Quinn,Hunt ,3,tabs,8,Visual Studio,Python,Asia,0,Microsoft,MacOS,Principal Engineer,36.6
Ronan,Bentley ,8,spaces,15,Eclipse,R,Africa,0,Google,Windows,SWE 2,32.1
Malik,Lozano ,9,tabs,6,Visual Studio,Python,Asia,0,Apple,Windows,SWE 1,31.7
Talia,Maynard ,3,tabs,7,Emacs,Java,Europe,0,Uber,Windows,SWE 2,37.6
Dylan,Stephenson ,1,tabs,8,VSCode,PHP,Asia,0,Facebook,Linux,Distinguished Engineer,33.1
Joseph,Valdez ,4,spaces,18,Visual Studio,C,Europe,0,Amazon,Windows,SWE 2,34.7
Brayden,Curry ,0,spaces,19,XCode,Java,Antarctica,0,Apple,MacOS,Principal Engineer,33.1
Conner,Bradshaw ,3,tabs,9,Eclipse,PHP,North America,0,Microsoft,Windows,SWE 2,35.3
Ellie,Ramsey ,0,tabs,8,Eclipse,C,Asia,1,Microsoft,Windows,SWE 1,28.5
Erick,Ruiz ,9,tabs,7,Intellij,C++,North America,0,Snapchat,MacOS,Principal Engineer,36.8
Zoey,Cameron ,7,spaces,21,Emacs,Swift,Africa,0,Instagram,Linux,Principal Engineer,33
Astrid,Wang ,3,tabs,8,XCode,C#,Europe,0,Spotify,Linux,Principal Engineer,34.8
Joaquin,Noble ,5,tabs,9,Vim,C++,Europe,0,Facebook,Windows,SWE 2,35.9
Kamden,Mullins ,2,tabs,6,XCode,Java,Africa,2,Uber,Windows,SWE 1,25.8
Angelina,Vang ,9,spaces,17,VSCode,Javascript,Europe,0,Microsoft,MacOS,Principal Engineer,27.2
